================================================================================
********************************************************************************
Backtracking Algorithm Detail result
********************************************************************************
================================================================================
Below is spreadsheet-like data. Copy and paste on excel or google spreadsheet.

Backtracking Algorithm Detail
NQueen	Time	SUCCESS/FAIL	Number of Trials
7	8	SUCCESS	17
7	9	SUCCESS	18
7	9	SUCCESS	19
7	8	SUCCESS	20
7	9	SUCCESS	21
7	9	SUCCESS	22
7	8	SUCCESS	23
7	8	SUCCESS	24
7	8	SUCCESS	25
7	9	SUCCESS	26
7	9	SUCCESS	27
7	8	SUCCESS	28
7	8	SUCCESS	29
7	9	SUCCESS	30
7	9	SUCCESS	31
7	8	SUCCESS	32
7	9	SUCCESS	33
7	9	SUCCESS	34
7	8	SUCCESS	35
7	8	SUCCESS	36
7	9	SUCCESS	37
7	9	SUCCESS	38
7	8	SUCCESS	39
7	8	SUCCESS	40
7	8	SUCCESS	41
7	8	SUCCESS	42
7	9	SUCCESS	43
7	8	SUCCESS	44
7	8	SUCCESS	45
7	8	SUCCESS	46
7	9	SUCCESS	47
7	9	SUCCESS	48
7	9	SUCCESS	49
7	8	SUCCESS	50
********************************************************************************
8	162	SUCCESS	1
8	134	SUCCESS	2
8	136	SUCCESS	3
8	131	SUCCESS	4
8	130	SUCCESS	5
8	130	SUCCESS	6
8	130	SUCCESS	7
8	130	SUCCESS	8
8	129	SUCCESS	9
8	130	SUCCESS	10
8	132	SUCCESS	11
8	129	SUCCESS	12
8	130	SUCCESS	13
8	129	SUCCESS	14
8	130	SUCCESS	15
8	129	SUCCESS	16
8	130	SUCCESS	17
8	130	SUCCESS	18
8	135	SUCCESS	19
8	129	SUCCESS	20
8	129	SUCCESS	21
8	130	SUCCESS	22
8	129	SUCCESS	23
8	130	SUCCESS	24
8	130	SUCCESS	25
8	132	SUCCESS	26
8	130	SUCCESS	27
8	130	SUCCESS	28
8	131	SUCCESS	29
8	130	SUCCESS	30
8	130	SUCCESS	31
8	130	SUCCESS	32
8	130	SUCCESS	33
8	132	SUCCESS	34
8	130	SUCCESS	35
8	130	SUCCESS	36
8	130	SUCCESS	37
8	131	SUCCESS	38
8	130	SUCCESS	39
8	130	SUCCESS	40
8	133	SUCCESS	41
8	130	SUCCESS	42
8	130	SUCCESS	43
8	130	SUCCESS	44
8	130	SUCCESS	45
8	130	SUCCESS	46
8	130	SUCCESS	47
8	131	SUCCESS	48
8	134	SUCCESS	49
8	130	SUCCESS	50
********************************************************************************
9	79	SUCCESS	1
9	55	SUCCESS	2
9	53	SUCCESS	3
9	53	SUCCESS	4
9	53	SUCCESS	5
9	53	SUCCESS	6
9	52	SUCCESS	7
9	58	SUCCESS	8
9	52	SUCCESS	9
9	52	SUCCESS	10
9	52	SUCCESS	11
9	53	SUCCESS	12
9	52	SUCCESS	13
9	52	SUCCESS	14
9	52	SUCCESS	15
9	52	SUCCESS	16
9	52	SUCCESS	17
9	52	SUCCESS	18
9	52	SUCCESS	19
9	52	SUCCESS	20
9	52	SUCCESS	21
9	52	SUCCESS	22
9	52	SUCCESS	23
9	51	SUCCESS	24
9	53	SUCCESS	25
9	52	SUCCESS	26
9	52	SUCCESS	27
9	52	SUCCESS	28
9	52	SUCCESS	29
9	52	SUCCESS	30
9	52	SUCCESS	31
9	51	SUCCESS	32
9	52	SUCCESS	33
9	52	SUCCESS	34
9	51	SUCCESS	35
9	51	SUCCESS	36
9	52	SUCCESS	37
9	51	SUCCESS	38
9	52	SUCCESS	39
9	52	SUCCESS	40
9	51	SUCCESS	41
9	52	SUCCESS	42
9	52	SUCCESS	43
9	52	SUCCESS	44
9	57	SUCCESS	45
9	51	SUCCESS	46
9	52	SUCCESS	47
9	52	SUCCESS	48
9	51	SUCCESS	49
9	52	SUCCESS	50
********************************************************************************
10	200	SUCCESS	1
10	172	SUCCESS	2
10	165	SUCCESS	3
10	164	SUCCESS	4
10	164	SUCCESS	5
10	163	SUCCESS	6
10	163	SUCCESS	7
10	167	SUCCESS	8
10	163	SUCCESS	9
10	163	SUCCESS	10
10	162	SUCCESS	11
10	163	SUCCESS	12
10	161	SUCCESS	13
10	164	SUCCESS	14
10	162	SUCCESS	15
10	162	SUCCESS	16
10	162	SUCCESS	17
10	163	SUCCESS	18
10	163	SUCCESS	19
10	164	SUCCESS	20
10	162	SUCCESS	21
10	162	SUCCESS	22
10	163	SUCCESS	23
10	163	SUCCESS	24
10	162	SUCCESS	25
10	164	SUCCESS	26
10	162	SUCCESS	27
10	162	SUCCESS	28
10	162	SUCCESS	29
10	162	SUCCESS	30
10	162	SUCCESS	31
10	168	SUCCESS	32
10	162	SUCCESS	33
10	162	SUCCESS	34
10	162	SUCCESS	35
10	162	SUCCESS	36
10	163	SUCCESS	37
10	164	SUCCESS	38
10	162	SUCCESS	39
10	161	SUCCESS	40
10	163	SUCCESS	41
10	162	SUCCESS	42
10	162	SUCCESS	43
10	164	SUCCESS	44
10	162	SUCCESS	45
10	162	SUCCESS	46
10	162	SUCCESS	47
10	162	SUCCESS	48
10	163	SUCCESS	49
10	165	SUCCESS	50
********************************************************************************
11	132	SUCCESS	1
11	98	SUCCESS	2
11	95	SUCCESS	3
11	96	SUCCESS	4
11	95	SUCCESS	5
11	100	SUCCESS	6
11	95	SUCCESS	7
11	95	SUCCESS	8
11	95	SUCCESS	9
11	94	SUCCESS	10
11	94	SUCCESS	11
11	94	SUCCESS	12
11	93	SUCCESS	13
11	94	SUCCESS	14
11	94	SUCCESS	15
11	95	SUCCESS	16
11	96	SUCCESS	17
11	93	SUCCESS	18
11	94	SUCCESS	19
11	93	SUCCESS	20
11	93	SUCCESS	21
11	94	SUCCESS	22
11	94	SUCCESS	23
11	95	SUCCESS	24
11	94	SUCCESS	25
11	93	SUCCESS	26
11	99	SUCCESS	27
11	94	SUCCESS	28
11	94	SUCCESS	29
11	94	SUCCESS	30
11	94	SUCCESS	31
11	94	SUCCESS	32
11	94	SUCCESS	33
11	94	SUCCESS	34
11	93	SUCCESS	35
11	94	SUCCESS	36
11	95	SUCCESS	37
11	96	SUCCESS	38
11	95	SUCCESS	39
11	95	SUCCESS	40
11	94	SUCCESS	41
11	94	SUCCESS	42
11	94	SUCCESS	43
11	94	SUCCESS	44
11	95	SUCCESS	45
11	94	SUCCESS	46
11	94	SUCCESS	47
11	96	SUCCESS	48
11	94	SUCCESS	49
11	94	SUCCESS	50
********************************************************************************
12	610	SUCCESS	1
12	563	SUCCESS	2
12	564	SUCCESS	3
12	560	SUCCESS	4
12	561	SUCCESS	5
12	564	SUCCESS	6
12	561	SUCCESS	7
12	566	SUCCESS	8
12	562	SUCCESS	9
12	562	SUCCESS	10
12	561	SUCCESS	11
12	561	SUCCESS	12
12	562	SUCCESS	13
12	562	SUCCESS	14
12	564	SUCCESS	15
12	562	SUCCESS	16
12	563	SUCCESS	17
12	560	SUCCESS	18
12	562	SUCCESS	19
12	560	SUCCESS	20
12	562	SUCCESS	21
12	564	SUCCESS	22
12	560	SUCCESS	23
12	561	SUCCESS	24
12	560	SUCCESS	25
12	562	SUCCESS	26
12	560	SUCCESS	27
12	562	SUCCESS	28
12	564	SUCCESS	29
12	560	SUCCESS	30
12	564	SUCCESS	31
12	561	SUCCESS	32
12	563	SUCCESS	33
12	560	SUCCESS	34
12	563	SUCCESS	35
12	563	SUCCESS	36
12	561	SUCCESS	37
12	562	SUCCESS	38
12	560	SUCCESS	39
12	562	SUCCESS	40
12	560	SUCCESS	41
12	563	SUCCESS	42
12	560	SUCCESS	43
12	562	SUCCESS	44
12	563	SUCCESS	45
12	560	SUCCESS	46
12	562	SUCCESS	47
12	560	SUCCESS	48
12	562	SUCCESS	49
12	561	SUCCESS	50
********************************************************************************
13	321	SUCCESS	1
13	282	SUCCESS	2
13	274	SUCCESS	3
13	273	SUCCESS	4
13	276	SUCCESS	5
13	273	SUCCESS	6
13	272	SUCCESS	7
13	274	SUCCESS	8
13	276	SUCCESS	9
13	274	SUCCESS	10
13	275	SUCCESS	11
13	273	SUCCESS	12
13	277	SUCCESS	13
13	273	SUCCESS	14
13	272	SUCCESS	15
13	274	SUCCESS	16
13	273	SUCCESS	17
13	272	SUCCESS	18
13	273	SUCCESS	19
13	275	SUCCESS	20
13	274	SUCCESS	21
13	272	SUCCESS	22
13	275	SUCCESS	23
13	273	SUCCESS	24
13	272	SUCCESS	25
13	273	SUCCESS	26
13	279	SUCCESS	27
13	274	SUCCESS	28
13	273	SUCCESS	29
13	273	SUCCESS	30
13	275	SUCCESS	31
13	271	SUCCESS	32
13	273	SUCCESS	33
13	274	SUCCESS	34
13	271	SUCCESS	35
13	272	SUCCESS	36
13	274	SUCCESS	37
13	274	SUCCESS	38
13	275	SUCCESS	39
13	273	SUCCESS	40
13	273	SUCCESS	41
13	277	SUCCESS	42
13	272	SUCCESS	43
13	272	SUCCESS	44
13	276	SUCCESS	45
13	274	SUCCESS	46
13	274	SUCCESS	47
13	274	SUCCESS	48
13	275	SUCCESS	49
13	273	SUCCESS	50
********************************************************************************
14	5417	SUCCESS	1
14	5377	SUCCESS	2
14	5373	SUCCESS	3
14	5376	SUCCESS	4
14	5369	SUCCESS	5
14	5375	SUCCESS	6
14	5370	SUCCESS	7
14	5371	SUCCESS	8
14	5374	SUCCESS	9
14	5371	SUCCESS	10
14	5697	SUCCESS	11
14	5379	SUCCESS	12
14	5367	SUCCESS	13
14	5372	SUCCESS	14
14	5369	SUCCESS	15
14	5374	SUCCESS	16
14	5366	SUCCESS	17
14	5369	SUCCESS	18
14	5371	SUCCESS	19
14	5370	SUCCESS	20
14	5373	SUCCESS	21
14	5368	SUCCESS	22
14	5369	SUCCESS	23
14	5370	SUCCESS	24
14	5369	SUCCESS	25
14	5372	SUCCESS	26
14	5373	SUCCESS	27
14	5369	SUCCESS	28
14	5371	SUCCESS	29
14	5371	SUCCESS	30
14	5368	SUCCESS	31
14	5372	SUCCESS	32
14	5365	SUCCESS	33
14	5366	SUCCESS	34
14	5372	SUCCESS	35
14	5365	SUCCESS	36
14	5383	SUCCESS	37
14	5369	SUCCESS	38
14	5380	SUCCESS	39
14	5370	SUCCESS	40
14	5372	SUCCESS	41
14	5373	SUCCESS	42
14	5371	SUCCESS	43
14	5368	SUCCESS	44
14	5366	SUCCESS	45
14	5373	SUCCESS	46
14	5371	SUCCESS	47
14	5370	SUCCESS	48
14	5368	SUCCESS	49
14	5372	SUCCESS	50
********************************************************************************
15	4450	SUCCESS	1
15	4383	SUCCESS	2
15	4378	SUCCESS	3
15	4376	SUCCESS	4
15	4372	SUCCESS	5
15	4375	SUCCESS	6
15	4373	SUCCESS	7
15	4373	SUCCESS	8
15	4372	SUCCESS	9
15	4370	SUCCESS	10
15	4376	SUCCESS	11
15	4371	SUCCESS	12
15	4373	SUCCESS	13
15	4373	SUCCESS	14
15	4372	SUCCESS	15
15	4369	SUCCESS	16
15	4368	SUCCESS	17
15	4368	SUCCESS	18
15	4372	SUCCESS	19
15	4373	SUCCESS	20
15	4370	SUCCESS	21
15	4372	SUCCESS	22
15	4370	SUCCESS	23
15	4369	SUCCESS	24
15	4369	SUCCESS	25
15	4370	SUCCESS	26
15	4369	SUCCESS	27
15	4369	SUCCESS	28
15	4370	SUCCESS	29
15	4370	SUCCESS	30
15	4369	SUCCESS	31
15	4371	SUCCESS	32
15	4372	SUCCESS	33
15	4369	SUCCESS	34
15	4373	SUCCESS	35
15	4373	SUCCESS	36
15	4380	SUCCESS	37
15	4382	SUCCESS	38
15	4381	SUCCESS	39
15	4379	SUCCESS	40
15	4385	SUCCESS	41
15	4382	SUCCESS	42
15	4385	SUCCESS	43
15	4382	SUCCESS	44
15	4381	SUCCESS	45
15	4381	SUCCESS	46
15	4379	SUCCESS	47
15	4384	SUCCESS	48
15	4379	SUCCESS	49
15	4380	SUCCESS	50
********************************************************************************
16	35068	SUCCESS	1
16	35005	SUCCESS	2
16	35021	SUCCESS	3
16	35017	SUCCESS	4
16	35033	SUCCESS	5
16	34973	SUCCESS	6
16	34981	SUCCESS	7
16	34970	SUCCESS	8
16	34962	SUCCESS	9
16	34991	SUCCESS	10
16	34982	SUCCESS	11
16	35011	SUCCESS	12
16	34998	SUCCESS	13
16	35000	SUCCESS	14
16	35013	SUCCESS	15
16	34986	SUCCESS	16
16	34980	SUCCESS	17
16	34983	SUCCESS	18
16	34979	SUCCESS	19
16	34968	SUCCESS	20
16	34982	SUCCESS	21
16	34979	SUCCESS	22
16	34974	SUCCESS	23
16	34969	SUCCESS	24
16	34983	SUCCESS	25
16	34998	SUCCESS	26
16	34983	SUCCESS	27
16	34994	SUCCESS	28
16	34973	SUCCESS	29
16	34972	SUCCESS	30
16	34977	SUCCESS	31
16	34977	SUCCESS	32
16	34982	SUCCESS	33
16	34960	SUCCESS	34
16	34980	SUCCESS	35
16	34973	SUCCESS	36
16	34983	SUCCESS	37
16	34969	SUCCESS	38
16	34960	SUCCESS	39
16	34993	SUCCESS	40
16	34977	SUCCESS	41
16	34975	SUCCESS	42
16	34955	SUCCESS	43
16	34989	SUCCESS	44
16	35009	SUCCESS	45
16	34966	SUCCESS	46
16	34954	SUCCESS	47
16	34964	SUCCESS	48
16	35030	SUCCESS	49
16	34967	SUCCESS	50
********************************************************************************
17	21003	SUCCESS	1
17	20907	SUCCESS	2
17	20905	SUCCESS	3
17	20910	SUCCESS	4
17	20908	SUCCESS	5
17	20919	SUCCESS	6
17	20913	SUCCESS	7
17	20926	SUCCESS	8
17	20930	SUCCESS	9
17	20937	SUCCESS	10
17	20925	SUCCESS	11
17	20938	SUCCESS	12
17	20942	SUCCESS	13
17	20935	SUCCESS	14
17	20941	SUCCESS	15
17	20948	SUCCESS	16
17	20938	SUCCESS	17
17	20935	SUCCESS	18
17	20940	SUCCESS	19
17	20934	SUCCESS	20
17	20928	SUCCESS	21
17	20936	SUCCESS	22
17	20937	SUCCESS	23
17	20941	SUCCESS	24
17	20927	SUCCESS	25
17	20931	SUCCESS	26
17	20941	SUCCESS	27
17	20935	SUCCESS	28
17	20954	SUCCESS	29
17	20942	SUCCESS	30
17	20941	SUCCESS	31
17	20945	SUCCESS	32
17	20925	SUCCESS	33
17	20926	SUCCESS	34
17	20933	SUCCESS	35
17	20922	SUCCESS	36
17	20937	SUCCESS	37
17	20928	SUCCESS	38
17	20940	SUCCESS	39
17	20946	SUCCESS	40
17	20980	SUCCESS	41
17	21003	SUCCESS	42
17	20945	SUCCESS	43
17	20953	SUCCESS	44
17	20939	SUCCESS	45
17	20954	SUCCESS	46
17	20945	SUCCESS	47
17	20940	SUCCESS	48
17	20956	SUCCESS	49
17	20945	SUCCESS	50
********************************************************************************
18	176479	SUCCESS	1
18	176417	SUCCESS	2
18	176514	SUCCESS	3
18	176622	SUCCESS	4
18	176736	SUCCESS	5
18	176646	SUCCESS	6
18	176565	SUCCESS	7
18	176578	SUCCESS	8
18	176589	SUCCESS	9
18	176590	SUCCESS	10
18	176623	SUCCESS	11
18	176592	SUCCESS	12
18	176580	SUCCESS	13
18	176646	SUCCESS	14
18	176612	SUCCESS	15
18	176620	SUCCESS	16
18	176691	SUCCESS	17
18	176604	SUCCESS	18
18	176572	SUCCESS	19
18	176608	SUCCESS	20
18	176590	SUCCESS	21
18	176594	SUCCESS	22
18	176532	SUCCESS	23
18	176585	SUCCESS	24
18	176572	SUCCESS	25
18	176602	SUCCESS	26
18	176568	SUCCESS	27
18	176662	SUCCESS	28
18	176673	SUCCESS	29
18	176585	SUCCESS	30
18	176580	SUCCESS	31
18	177462	SUCCESS	32
18	176732	SUCCESS	33
18	176660	SUCCESS	34
18	176605	SUCCESS	35
18	176605	SUCCESS	36
18	176593	SUCCESS	37
18	176608	SUCCESS	38
18	176682	SUCCESS	39
18	176598	SUCCESS	40
18	176585	SUCCESS	41
18	176556	SUCCESS	42
18	176595	SUCCESS	43
18	176605	SUCCESS	44
18	176600	SUCCESS	45
18	176620	SUCCESS	46
18	176551	SUCCESS	47
18	176566	SUCCESS	48
18	176616	SUCCESS	49
18	176603	SUCCESS	50
********************************************************************************
19	13021	SUCCESS	1
19	12886	SUCCESS	2
19	12899	SUCCESS	3
19	12883	SUCCESS	4
19	12886	SUCCESS	5
19	12882	SUCCESS	6
19	12871	SUCCESS	7
19	12902	SUCCESS	8
19	12882	SUCCESS	9
19	12889	SUCCESS	10
19	12860	SUCCESS	11
19	12905	SUCCESS	12
19	12883	SUCCESS	13
19	12872	SUCCESS	14
19	12872	SUCCESS	15
19	12899	SUCCESS	16
19	12904	SUCCESS	17
19	12891	SUCCESS	18
19	12885	SUCCESS	19
19	12890	SUCCESS	20
19	12880	SUCCESS	21
19	12910	SUCCESS	22
19	12844	SUCCESS	23
19	12859	SUCCESS	24
19	12846	SUCCESS	25
19	12847	SUCCESS	26
19	12852	SUCCESS	27
19	12843	SUCCESS	28
19	12829	SUCCESS	29
19	12905	SUCCESS	30
19	12880	SUCCESS	31
19	12885	SUCCESS	32
19	12912	SUCCESS	33
19	12878	SUCCESS	34
19	12909	SUCCESS	35
19	12909	SUCCESS	36
19	12910	SUCCESS	37
19	12906	SUCCESS	38
19	12885	SUCCESS	39
19	12875	SUCCESS	40
19	12896	SUCCESS	41
19	12902	SUCCESS	42
19	12888	SUCCESS	43
19	12917	SUCCESS	44
19	12906	SUCCESS	45
19	12909	SUCCESS	46
19	12920	SUCCESS	47
19	12899	SUCCESS	48
19	12904	SUCCESS	49
19	12907	SUCCESS	50
********************************************************************************
20	1045114	SUCCESS	1
20	1045007	SUCCESS	2
20	1044575	SUCCESS	3
20	1046261	SUCCESS	4
20	1045366	SUCCESS	5
20	1044493	SUCCESS	6
20	1043729	SUCCESS	7
20	1046696	SUCCESS	8
20	1046255	SUCCESS	9
20	1044521	SUCCESS	10
20	1046039	SUCCESS	11
20	1045211	SUCCESS	12
20	1044889	SUCCESS	13
20	1046778	SUCCESS	14
20	1045311	SUCCESS	15
20	1045100	SUCCESS	16
20	1045434	SUCCESS	17
20	1044116	SUCCESS	18
20	1043524	SUCCESS	19
20	1044834	SUCCESS	20
20	1048141	SUCCESS	21
20	1050136	SUCCESS	22
20	1044902	SUCCESS	23
20	1046888	SUCCESS	24
20	1045909	SUCCESS	25
20	1045344	SUCCESS	26
20	1044502	SUCCESS	27
20	1045269	SUCCESS	28
20	1048053	SUCCESS	29
20	1045421	SUCCESS	30
20	1045017	SUCCESS	31
20	1044629	SUCCESS	32
20	1043916	SUCCESS	33
20	1044808	SUCCESS	34
20	1046544	SUCCESS	35
20	1044558	SUCCESS	36
20	1047845	SUCCESS	37
20	1045466	SUCCESS	38
20	1044496	SUCCESS	39
20	1044157	SUCCESS	40
20	1044665	SUCCESS	41
20	1044603	SUCCESS	42
20	1045132	SUCCESS	43
20	1046705	SUCCESS	44
20	1048313	SUCCESS	45
20	1045630	SUCCESS	46
20	1045922	SUCCESS	47
20	1047063	SUCCESS	48
20	1044668	SUCCESS	49
20	1044730	SUCCESS	50
********************************************************************************
4	16	SUCCESS	1
4	6	SUCCESS	2
4	5	SUCCESS	3
4	5	SUCCESS	4
4	5	SUCCESS	5
4	5	SUCCESS	6
4	5	SUCCESS	7
4	5	SUCCESS	8
4	5	SUCCESS	9
4	5	SUCCESS	10
4	5	SUCCESS	11
4	5	SUCCESS	12
4	5	SUCCESS	13
4	5	SUCCESS	14
4	5	SUCCESS	15
4	5	SUCCESS	16
4	5	SUCCESS	17
4	5	SUCCESS	18
4	5	SUCCESS	19
4	4	SUCCESS	20
4	5	SUCCESS	21
4	4	SUCCESS	22
4	5	SUCCESS	23
4	4	SUCCESS	24
4	5	SUCCESS	25
4	4	SUCCESS	26
4	5	SUCCESS	27
4	4	SUCCESS	28
4	5	SUCCESS	29
4	5	SUCCESS	30
4	5	SUCCESS	31
4	5	SUCCESS	32
4	5	SUCCESS	33
4	5	SUCCESS	34
4	5	SUCCESS	35
4	5	SUCCESS	36
4	5	SUCCESS	37
4	5	SUCCESS	38
4	5	SUCCESS	39
4	5	SUCCESS	40
4	4	SUCCESS	41
4	5	SUCCESS	42
4	5	SUCCESS	43
4	5	SUCCESS	44
4	5	SUCCESS	45
4	5	SUCCESS	46
4	5	SUCCESS	47
4	5	SUCCESS	48
4	5	SUCCESS	49
4	5	SUCCESS	50
********************************************************************************
5	15	SUCCESS	1
5	5	SUCCESS	2
5	4	SUCCESS	3
5	4	SUCCESS	4
5	4	SUCCESS	5
5	4	SUCCESS	6
5	4	SUCCESS	7
5	3	SUCCESS	8
5	4	SUCCESS	9
5	4	SUCCESS	10
5	4	SUCCESS	11
5	4	SUCCESS	12
5	4	SUCCESS	13
5	4	SUCCESS	14
5	3	SUCCESS	15
5	4	SUCCESS	16
5	4	SUCCESS	17
5	4	SUCCESS	18
5	4	SUCCESS	19
5	4	SUCCESS	20
5	4	SUCCESS	21
5	3	SUCCESS	22
5	4	SUCCESS	23
5	3	SUCCESS	24
5	4	SUCCESS	25
5	4	SUCCESS	26
5	4	SUCCESS	27
5	4	SUCCESS	28
5	4	SUCCESS	29
5	4	SUCCESS	30
5	3	SUCCESS	31
5	4	SUCCESS	32
5	4	SUCCESS	33
5	4	SUCCESS	34
5	4	SUCCESS	35
5	4	SUCCESS	36
5	4	SUCCESS	37
5	4	SUCCESS	38
5	4	SUCCESS	39
5	3	SUCCESS	40
5	4	SUCCESS	41
5	4	SUCCESS	42
5	3	SUCCESS	43
5	4	SUCCESS	44
5	3	SUCCESS	45
5	4	SUCCESS	46
5	4	SUCCESS	47
5	4	SUCCESS	48
5	4	SUCCESS	49
5	3	SUCCESS	50
********************************************************************************
6	45	SUCCESS	1
6	30	SUCCESS	2
6	27	SUCCESS	3
6	27	SUCCESS	4
6	27	SUCCESS	5
6	26	SUCCESS	6
6	27	SUCCESS	7
6	27	SUCCESS	8
6	27	SUCCESS	9
6	26	SUCCESS	10
6	26	SUCCESS	11
6	26	SUCCESS	12
6	26	SUCCESS	13
6	26	SUCCESS	14
6	27	SUCCESS	15
6	27	SUCCESS	16
6	27	SUCCESS	17
6	26	SUCCESS	18
6	27	SUCCESS	19
6	27	SUCCESS	20
6	27	SUCCESS	21
6	27	SUCCESS	22
6	26	SUCCESS	23
6	26	SUCCESS	24
6	26	SUCCESS	25
6	26	SUCCESS	26
6	26	SUCCESS	27
6	25	SUCCESS	28
6	26	SUCCESS	29
6	31	SUCCESS	30
6	27	SUCCESS	31
6	27	SUCCESS	32
6	26	SUCCESS	33
6	27	SUCCESS	34
6	26	SUCCESS	35
6	26	SUCCESS	36
6	26	SUCCESS	37
6	26	SUCCESS	38
6	26	SUCCESS	39
6	26	SUCCESS	40
6	27	SUCCESS	41
6	27	SUCCESS	42
6	27	SUCCESS	43
6	26	SUCCESS	44
6	26	SUCCESS	45
6	26	SUCCESS	46
6	26	SUCCESS	47
6	26	SUCCESS	48
6	26	SUCCESS	49
6	26	SUCCESS	50
********************************************************************************
7	26	SUCCESS	1
7	11	SUCCESS	2
7	9	SUCCESS	3
7	9	SUCCESS	4
7	8	SUCCESS	5
7	8	SUCCESS	6
7	9	SUCCESS	7
7	8	SUCCESS	8
7	8	SUCCESS	9
7	9	SUCCESS	10
7	9	SUCCESS	11
7	8	SUCCESS	12
7	8	SUCCESS	13
7	8	SUCCESS	14
7	9	SUCCESS	15
7	9	SUCCESS	16
7	8	SUCCESS	17
7	8	SUCCESS	18
7	8	SUCCESS	19
7	9	SUCCESS	20
7	9	SUCCESS	21
7	8	SUCCESS	22
7	8	SUCCESS	23
7	8	SUCCESS	24
7	9	SUCCESS	25
7	9	SUCCESS	26
7	8	SUCCESS	27
7	8	SUCCESS	28
7	8	SUCCESS	29
7	9	SUCCESS	30
7	9	SUCCESS	31
7	8	SUCCESS	32
7	8	SUCCESS	33
7	8	SUCCESS	34
7	9	SUCCESS	35
7	9	SUCCESS	36
7	8	SUCCESS	37
7	8	SUCCESS	38
7	8	SUCCESS	39
7	8	SUCCESS	40
7	9	SUCCESS	41
7	9	SUCCESS	42
7	8	SUCCESS	43
7	8	SUCCESS	44
7	9	SUCCESS	45
7	8	SUCCESS	46
7	8	SUCCESS	47
7	8	SUCCESS	48
7	9	SUCCESS	49
7	8	SUCCESS	50
********************************************************************************
8	160	SUCCESS	1
8	136	SUCCESS	2
8	133	SUCCESS	3
8	135	SUCCESS	4
8	136	SUCCESS	5
8	131	SUCCESS	6
8	131	SUCCESS	7
8	131	SUCCESS	8
8	130	SUCCESS	9
8	131	SUCCESS	10
8	132	SUCCESS	11
8	133	SUCCESS	12
8	130	SUCCESS	13
8	130	SUCCESS	14
8	130	SUCCESS	15
8	131	SUCCESS	16
8	130	SUCCESS	17
8	131	SUCCESS	18
8	132	SUCCESS	19
8	132	SUCCESS	20
8	130	SUCCESS	21
8	130	SUCCESS	22
8	130	SUCCESS	23
8	130	SUCCESS	24
8	129	SUCCESS	25
8	130	SUCCESS	26
8	132	SUCCESS	27
8	132	SUCCESS	28
8	130	SUCCESS	29
8	130	SUCCESS	30
8	129	SUCCESS	31
8	130	SUCCESS	32
8	130	SUCCESS	33
8	132	SUCCESS	34
8	135	SUCCESS	35
8	130	SUCCESS	36
8	130	SUCCESS	37
8	130	SUCCESS	38
8	130	SUCCESS	39
8	130	SUCCESS	40
8	130	SUCCESS	41
8	133	SUCCESS	42
8	132	SUCCESS	43
8	130	SUCCESS	44
8	129	SUCCESS	45
8	130	SUCCESS	46
8	129	SUCCESS	47
8	130	SUCCESS	48
8	132	SUCCESS	49
8	132	SUCCESS	50
********************************************************************************
9	82	SUCCESS	1
9	60	SUCCESS	2
9	55	SUCCESS	3
9	53	SUCCESS	4
9	54	SUCCESS	5
9	53	SUCCESS	6
9	53	SUCCESS	7
9	53	SUCCESS	8
9	53	SUCCESS	9
9	52	SUCCESS	10
9	53	SUCCESS	11
9	53	SUCCESS	12
9	52	SUCCESS	13
9	53	SUCCESS	14
9	52	SUCCESS	15
9	52	SUCCESS	16
9	52	SUCCESS	17
9	55	SUCCESS	18
9	52	SUCCESS	19
9	54	SUCCESS	20
9	52	SUCCESS	21
9	52	SUCCESS	22
9	53	SUCCESS	23
9	52	SUCCESS	24
9	52	SUCCESS	25
9	52	SUCCESS	26
9	51	SUCCESS	27
9	52	SUCCESS	28
9	51	SUCCESS	29
9	52	SUCCESS	30
9	52	SUCCESS	31
9	52	SUCCESS	32
9	52	SUCCESS	33
9	51	SUCCESS	34
9	52	SUCCESS	35
9	52	SUCCESS	36
9	54	SUCCESS	37
9	52	SUCCESS	38
9	54	SUCCESS	39
9	52	SUCCESS	40
9	51	SUCCESS	41
9	52	SUCCESS	42
9	52	SUCCESS	43
9	52	SUCCESS	44
9	52	SUCCESS	45
9	52	SUCCESS	46
9	52	SUCCESS	47
9	52	SUCCESS	48
9	52	SUCCESS	49
9	52	SUCCESS	50
********************************************************************************
10	205	SUCCESS	1
10	167	SUCCESS	2
10	166	SUCCESS	3
10	165	SUCCESS	4
10	164	SUCCESS	5
10	163	SUCCESS	6
10	166	SUCCESS	7
10	163	SUCCESS	8
10	163	SUCCESS	9
10	163	SUCCESS	10
10	162	SUCCESS	11
10	163	SUCCESS	12
10	164	SUCCESS	13
10	162	SUCCESS	14
10	162	SUCCESS	15
10	162	SUCCESS	16
10	162	SUCCESS	17
10	162	SUCCESS	18
10	165	SUCCESS	19
10	162	SUCCESS	20
10	162	SUCCESS	21
10	162	SUCCESS	22
10	163	SUCCESS	23
10	162	SUCCESS	24
10	168	SUCCESS	25
10	162	SUCCESS	26
10	163	SUCCESS	27
10	162	SUCCESS	28
10	162	SUCCESS	29
10	161	SUCCESS	30
10	163	SUCCESS	31
10	163	SUCCESS	32
10	162	SUCCESS	33
10	162	SUCCESS	34
10	162	SUCCESS	35
10	162	SUCCESS	36
10	164	SUCCESS	37
10	162	SUCCESS	38
10	162	SUCCESS	39
10	162	SUCCESS	40
